mu phi sigma rho nu
-0.3696 0.9756 0.1579 -0.3239 12
-0.3509 0.9720 0.1571 -0.3393 10
-0.3542 0.9715 0.1585 -0.3614 13
-0.3350 0.9712 0.1595 -0.3420 12
-0.3826 0.9719 0.1578 -0.3078 12
-0.3703 0.9706 0.1630 -0.3343 18
-0.3615 0.9700 0.1599 -0.3050 10
-0.3793 0.9706 0.1590 -0.3209 17
-0.3608 0.9736 0.1597 -0.3227 18
-0.3596 0.9762 0.1598 -0.2963 14
-0.3648 0.9745 0.1595 -0.3560 13
-0.3732 0.9752 0.1558 -0.3040 15
-0.3721 0.9753 0.1586 -0.2972 10
-0.3655 0.9752 0.1532 -0.3105 12
-0.3904 0.9772 0.1585 -0.3138 16
-0.3810 0.9745 0.1531 -0.2655 13
-0.4002 0.9775 0.1564 -0.2816 8
-0.3819 0.9770 0.1564 -0.2850 11
-0.3843 0.9741 0.1510 -0.2765 11
-0.3775 0.9720 0.1557 -0.2734 11
-0.4026 0.9714 0.1577 -0.2746 12
-0.3673 0.9759 0.1569 -0.2780 10
-0.3813 0.9707 0.1583 -0.2802 10
-0.3924 0.9734 0.1586 -0.2797 10
-0.4015 0.9749 0.1558 -0.3028 10
-0.3776 0.9707 0.1562 -0.2962 15
-0.3893 0.9736 0.1562 -0.3192 18
-0.3470 0.9706 0.1581 -0.3283 16
-0.3793 0.9762 0.1516 -0.3301 13
-0.3580 0.9726 0.1533 -0.3268 13
-0.3777 0.9745 0.1506 -0.3174 14
-0.3687 0.9772 0.1511 -0.3363 12
-0.3371 0.9768 0.1528 -0.3692 11
-0.3645 0.9770 0.1509 -0.3466 11
-0.3652 0.9751 0.1425 -0.3715 9
-0.3585 0.9784 0.1465 -0.3256 14
-0.3426 0.9782 0.1467 -0.3146 16
-0.3890 0.9783 0.1425 -0.2610 11
-0.3665 0.9776 0.1403 -0.3180 19
-0.3528 0.9806 0.1382 -0.2968 14
-0.3772 0.9770 0.1422 -0.3541 11
-0.3597 0.9780 0.1410 -0.3727 19
-0.3830 0.9808 0.1423 -0.3937 12
-0.3782 0.9773 0.1453 -0.4194 12
-0.3637 0.9795 0.1494 -0.4124 12
-0.3464 0.9779 0.1492 -0.3963 11
-0.3798 0.9761 0.1525 -0.3861 10
-0.3527 0.9777 0.1497 -0.4124 12
-0.3283 0.9785 0.1519 -0.3814 11
-0.3695 0.9757 0.1517 -0.4159 14
-0.3972 0.9728 0.1490 -0.4024 17
-0.3796 0.9764 0.1433 -0.3847 15
-0.3764 0.9794 0.1449 -0.3909 13
-0.3606 0.9767 0.1492 -0.4052 11
-0.3623 0.9784 0.1530 -0.4018 13
-0.3801 0.9785 0.1509 -0.4039 13
-0.4122 0.9777 0.1522 -0.3918 11
-0.3612 0.9754 0.1491 -0.4001 16
-0.3842 0.9783 0.1460 -0.3929 11
-0.3248 0.9741 0.1509 -0.4123 11
-0.3342 0.9736 0.1545 -0.3902 15
-0.3372 0.9722 0.1544 -0.3850 14
-0.3629 0.9780 0.1534 -0.3832 13
-0.3648 0.9764 0.1568 -0.3661 13
-0.3713 0.9774 0.1564 -0.4120 13
-0.3764 0.9789 0.1505 -0.3901 11
-0.3511 0.9764 0.1479 -0.4035 12
-0.4042 0.9761 0.1515 -0.3781 15
-0.3289 0.9775 0.1538 -0.3947 14
-0.3768 0.9734 0.1563 -0.4150 10
-0.3671 0.9720 0.1594 -0.4162 13
-0.3555 0.9758 0.1613 -0.4092 10
-0.3805 0.9734 0.1634 -0.3866 12
-0.3968 0.9702 0.1596 -0.3882 14
-0.3770 0.9712 0.1622 -0.4105 10
-0.3580 0.9699 0.1683 -0.3976 12
-0.3390 0.9690 0.1660 -0.3542 15
-0.3608 0.9728 0.1599 -0.3371 15
-0.3287 0.9748 0.1547 -0.3063 23
-0.3386 0.9741 0.1560 -0.3135 13
-0.3463 0.9712 0.1567 -0.3466 11
-0.3472 0.9714 0.1591 -0.3661 13
-0.3575 0.9716 0.1589 -0.3753 10
-0.3714 0.9714 0.1573 -0.3670 24
-0.3773 0.9719 0.1597 -0.3527 29
-0.3426 0.9697 0.1620 -0.3388 15
-0.3641 0.9694 0.1660 -0.3622 17
-0.3305 0.9682 0.1719 -0.3292 22
-0.3452 0.9663 0.1691 -0.3264 15
-0.3484 0.9676 0.1718 -0.2772 15
-0.3533 0.9670 0.1733 -0.2371 23
-0.3586 0.9657 0.1727 -0.2608 14
-0.3490 0.9660 0.1840 -0.2792 13
-0.4002 0.9633 0.1849 -0.2896 15
-0.3948 0.9594 0.1876 -0.3241 16
-0.3768 0.9623 0.1893 -0.3498 12
-0.3558 0.9628 0.1890 -0.3183 17
-0.3631 0.9647 0.1788 -0.3160 25
-0.3791 0.9661 0.1764 -0.3183 15
-0.3779 0.9657 0.1780 -0.3352 16
-0.3434 0.9594 0.1870 -0.3723 12
-0.3871 0.9642 0.1811 -0.3777 15
-0.3610 0.9655 0.1774 -0.3404 14
-0.3604 0.9655 0.1832 -0.3700 17
-0.3565 0.9652 0.1808 -0.3868 19
-0.3609 0.9651 0.1843 -0.3670 17
-0.3772 0.9654 0.1836 -0.3674 15
-0.3740 0.9644 0.1828 -0.3901 19
-0.3502 0.9631 0.1857 -0.3993 12
-0.3872 0.9631 0.1834 -0.4002 20
-0.3767 0.9647 0.1750 -0.2980 14
-0.3807 0.9612 0.1815 -0.3201 24
-0.3545 0.9621 0.1767 -0.3484 15
-0.3791 0.9644 0.1741 -0.3062 16
-0.3375 0.9636 0.1765 -0.3237 16
-0.3463 0.9638 0.1807 -0.3221 12
-0.3448 0.9593 0.1846 -0.3062 15
-0.3568 0.9620 0.1805 -0.3026 18
-0.3609 0.9628 0.1841 -0.2842 14
-0.3547 0.9585 0.1867 -0.2667 17
-0.3773 0.9619 0.1844 -0.2173 18
-0.3840 0.9585 0.1879 -0.2073 16
-0.3725 0.9602 0.1922 -0.2560 12
-0.3954 0.9564 0.1907 -0.2503 13
-0.3558 0.9598 0.1897 -0.2396 13
-0.3468 0.9607 0.1852 -0.2766 10
-0.3612 0.9639 0.1800 -0.2625 12
-0.3799 0.9639 0.1792 -0.1970 12
-0.3755 0.9631 0.1763 -0.2322 14
-0.3917 0.9654 0.1754 -0.1895 12
-0.3650 0.9644 0.1718 -0.1717 10
-0.3844 0.9651 0.1770 -0.2399 14
-0.3695 0.9634 0.1748 -0.1934 13
-0.3928 0.9642 0.1735 -0.2191 12
-0.3732 0.9644 0.1765 -0.2966 18
-0.3512 0.9664 0.1803 -0.2934 15
-0.3454 0.9644 0.1886 -0.3233 10
-0.3749 0.9642 0.1805 -0.3065 14
-0.3658 0.9658 0.1690 -0.2856 14
-0.3938 0.9665 0.1656 -0.2593 12
-0.3978 0.9713 0.1666 -0.2649 14
-0.3981 0.9733 0.1661 -0.2285 11
-0.4239 0.9676 0.1631 -0.2183 11
-0.3776 0.9692 0.1579 -0.1915 15
-0.3924 0.9705 0.1559 -0.1705 12
-0.3881 0.9702 0.1582 -0.2069 14
-0.3794 0.9686 0.1628 -0.1327 12
-0.4067 0.9717 0.1604 -0.1727 9
-0.4145 0.9673 0.1603 -0.1986 10
-0.4044 0.9719 0.1646 -0.1979 10
-0.4118 0.9684 0.1621 -0.2100 12
-0.4153 0.9738 0.1592 -0.2008 15
-0.3934 0.9702 0.1628 -0.2064 15
-0.3936 0.9738 0.1630 -0.2325 15
-0.3819 0.9705 0.1588 -0.2797 13
-0.3865 0.9747 0.1571 -0.2434 16
-0.3901 0.9761 0.1551 -0.2975 16
-0.3952 0.9770 0.1566 -0.2790 12
-0.3802 0.9752 0.1525 -0.2938 10
-0.4092 0.9781 0.1535 -0.3275 9
-0.3531 0.9756 0.1584 -0.3367 8
-0.3727 0.9774 0.1558 -0.3311 13
-0.3659 0.9725 0.1604 -0.3392 10
-0.4023 0.9729 0.1623 -0.3476 11
-0.3665 0.9712 0.1653 -0.3502 9
-0.3717 0.9720 0.1682 -0.3796 13
-0.3681 0.9749 0.1623 -0.3375 15
-0.3681 0.9755 0.1572 -0.3404 13
-0.3682 0.9768 0.1589 -0.3205 12
-0.3840 0.9726 0.1604 -0.3186 10
-0.3990 0.9719 0.1585 -0.3401 11
-0.3574 0.9702 0.1655 -0.3236 10
-0.3596 0.9685 0.1647 -0.2818 13
-0.3683 0.9701 0.1612 -0.2964 11
-0.3682 0.9708 0.1564 -0.2847 13
-0.3855 0.9739 0.1609 -0.2912 15
-0.3894 0.9705 0.1642 -0.3016 11
-0.4048 0.9707 0.1602 -0.3060 13
-0.3733 0.9705 0.1586 -0.2662 12
-0.3928 0.9719 0.1553 -0.2425 9
-0.3999 0.9761 0.1569 -0.2714 13
-0.3942 0.9720 0.1591 -0.3115 13
-0.3831 0.9719 0.1603 -0.3142 12
-0.3807 0.9716 0.1594 -0.3334 14
-0.4078 0.9763 0.1599 -0.3633 13
-0.3834 0.9765 0.1603 -0.3801 11
-0.3923 0.9721 0.1605 -0.3673 14
-0.3892 0.9753 0.1605 -0.3504 13
-0.3780 0.9737 0.1588 -0.3510 13
-0.3685 0.9760 0.1536 -0.3489 13
-0.3915 0.9759 0.1529 -0.3755 17
-0.3957 0.9768 0.1568 -0.3938 12
-0.4056 0.9759 0.1566 -0.4062 10
-0.4139 0.9750 0.1551 -0.3971 11
-0.3996 0.9770 0.1524 -0.3746 10
-0.4055 0.9763 0.1519 -0.4037 18
-0.3889 0.9759 0.1526 -0.3794 14
-0.4135 0.9754 0.1484 -0.4023 14
-0.4303 0.9769 0.1447 -0.3321 13
-0.3868 0.9784 0.1493 -0.3925 10
-0.3997 0.9771 0.1513 -0.4166 10
-0.3922 0.9782 0.1504 -0.4340 13
-0.3368 0.9719 0.1509 -0.3838 13
-0.3774 0.9737 0.1494 -0.3914 12
-0.4083 0.9767 0.1423 -0.4464 11
-0.4304 0.9794 0.1466 -0.4141 15
-0.3725 0.9783 0.1455 -0.3937 10
-0.3558 0.9788 0.1496 -0.3658 9
-0.4052 0.9776 0.1506 -0.3945 11
-0.3877 0.9753 0.1519 -0.3740 14
-0.3791 0.9749 0.1533 -0.3907 11
-0.4167 0.9773 0.1543 -0.4419 16
-0.3743 0.9755 0.1557 -0.4203 15
-0.3825 0.9772 0.1527 -0.4567 14
-0.3704 0.9736 0.1524 -0.4398 13
-0.3943 0.9728 0.1543 -0.4622 12
-0.4064 0.9772 0.1554 -0.4676 11
-0.4303 0.9733 0.1613 -0.4718 10
-0.3735 0.9749 0.1581 -0.4949 13
-0.3999 0.9752 0.1643 -0.5027 10
-0.4033 0.9757 0.1631 -0.4835 14
-0.3820 0.9712 0.1568 -0.5194 12
-0.3801 0.9718 0.1604 -0.5316 12
-0.3952 0.9769 0.1542 -0.5343 12
-0.4080 0.9736 0.1560 -0.5248 11
-0.3765 0.9741 0.1481 -0.4927 11
-0.3976 0.9758 0.1509 -0.4958 15
-0.4097 0.9717 0.1496 -0.4863 15
-0.3863 0.9755 0.1462 -0.4366 11
-0.3604 0.9772 0.1427 -0.4142 12
-0.3844 0.9726 0.1456 -0.4456 14
-0.3399 0.9667 0.1523 -0.4405 12
-0.3785 0.9714 0.1453 -0.4153 12
-0.3933 0.9719 0.1475 -0.4431 18
-0.3883 0.9708 0.1501 -0.3984 13
-0.3906 0.9696 0.1489 -0.3975 10
-0.3766 0.9707 0.1454 -0.3584 12
-0.3938 0.9754 0.1474 -0.3700 13
-0.3888 0.9714 0.1494 -0.3949 15
-0.3638 0.9739 0.1540 -0.4196 21
-0.3625 0.9747 0.1522 -0.3964 15
-0.3696 0.9748 0.1525 -0.3716 15
-0.3683 0.9713 0.1485 -0.3541 18
-0.3676 0.9709 0.1534 -0.3534 19
-0.3595 0.9725 0.1531 -0.3520 12
-0.3551 0.9729 0.1503 -0.3171 13
-0.3681 0.9682 0.1552 -0.2806 16
-0.3862 0.9709 0.1585 -0.3254 12
-0.3648 0.9711 0.1556 -0.3562 15
-0.3801 0.9670 0.1549 -0.3470 14
-0.3418 0.9714 0.1540 -0.3413 16
-0.3909 0.9673 0.1548 -0.3939 11
-0.3528 0.9723 0.1595 -0.4275 13
-0.3494 0.9724 0.1557 -0.4212 16
-0.3272 0.9680 0.1635 -0.4403 15
-0.3638 0.9679 0.1687 -0.4517 16
-0.3489 0.9661 0.1668 -0.4019 15
-0.3433 0.9712 0.1725 -0.4396 12
-0.3660 0.9679 0.1681 -0.3910 13
-0.3646 0.9686 0.1642 -0.4022 23
-0.3494 0.9692 0.1618 -0.3445 19
-0.3532 0.9692 0.1586 -0.3765 14
-0.3616 0.9752 0.1553 -0.3475 15
-0.3824 0.9725 0.1555 -0.3656 21
-0.3567 0.9705 0.1577 -0.3796 13
-0.3449 0.9701 0.1560 -0.3818 12
-0.3355 0.9743 0.1586 -0.3827 12
-0.3327 0.9700 0.1581 -0.3644 15
-0.3744 0.9681 0.1567 -0.3868 12
-0.3631 0.9702 0.1590 -0.4119 20
-0.3392 0.9682 0.1619 -0.4167 19
-0.3576 0.9692 0.1589 -0.3865 22
-0.3543 0.9724 0.1619 -0.4147 17
-0.3542 0.9675 0.1658 -0.3446 21
-0.3869 0.9657 0.1618 -0.3425 16
-0.3508 0.9657 0.1645 -0.3508 18
-0.3717 0.9657 0.1631 -0.3576 14
-0.3433 0.9662 0.1708 -0.3322 14
-0.3569 0.9692 0.1669 -0.3713 20
-0.3552 0.9706 0.1624 -0.3897 15
-0.3745 0.9716 0.1618 -0.4320 23
-0.3777 0.9672 0.1576 -0.3948 18
-0.3314 0.9675 0.1617 -0.3781 12
-0.3682 0.9658 0.1615 -0.3706 18
-0.3464 0.9669 0.1601 -0.3476 15
-0.3461 0.9657 0.1595 -0.3437 16
-0.3437 0.9666 0.1581 -0.3808 16
-0.3315 0.9714 0.1590 -0.3289 14
-0.3272 0.9712 0.1585 -0.3547 18
-0.3521 0.9666 0.1585 -0.3481 23
-0.3318 0.9659 0.1581 -0.3185 28
-0.3173 0.9651 0.1566 -0.2998 14
-0.3426 0.9673 0.1579 -0.3032 16
-0.3404 0.9708 0.1575 -0.2538 14
-0.3324 0.9677 0.1525 -0.1932 14
-0.3486 0.9711 0.1557 -0.2556 13
-0.3429 0.9663 0.1553 -0.2679 13
-0.3428 0.9711 0.1556 -0.2893 12
-0.3611 0.9658 0.1583 -0.3299 15
-0.3409 0.9665 0.1600 -0.3279 11
-0.3546 0.9712 0.1550 -0.3350 16
-0.3753 0.9722 0.1536 -0.3020 10
-0.3617 0.9692 0.1513 -0.3384 11
-0.3819 0.9676 0.1583 -0.3916 12
-0.3767 0.9678 0.1558 -0.3529 16
-0.3498 0.9723 0.1564 -0.3337 11
-0.3367 0.9671 0.1556 -0.2955 18
-0.3579 0.9657 0.1555 -0.2687 14
-0.3578 0.9662 0.1572 -0.3198 17
-0.3628 0.9659 0.1574 -0.3211 13
-0.3411 0.9664 0.1565 -0.3248 14
-0.3159 0.9665 0.1599 -0.2921 16
-0.3427 0.9651 0.1584 -0.3127 15
-0.3315 0.9657 0.1598 -0.3146 15
-0.3457 0.9661 0.1572 -0.2609 17
-0.3522 0.9665 0.1570 -0.2157 17
-0.3383 0.9648 0.1575 -0.1767 12
-0.3556 0.9677 0.1557 -0.1635 16
-0.3304 0.9704 0.1542 -0.2419 16
-0.3699 0.9718 0.1552 -0.2143 17
-0.3486 0.9684 0.1515 -0.2182 15
-0.3630 0.9686 0.1526 -0.2378 22
-0.3504 0.9698 0.1589 -0.2318 13
-0.3444 0.9691 0.1565 -0.1945 21
-0.3201 0.9685 0.1584 -0.2816 16
-0.3164 0.9724 0.1578 -0.2735 16
-0.3181 0.9699 0.1569 -0.2779 13
-0.3398 0.9700 0.1600 -0.2754 22
-0.3467 0.9697 0.1588 -0.2854 21
-0.3206 0.9697 0.1611 -0.3170 21
-0.3492 0.9708 0.1602 -0.3259 24
-0.3258 0.9700 0.1532 -0.3479 26
-0.3466 0.9750 0.1507 -0.3055 20
-0.3295 0.9712 0.1573 -0.3483 14
-0.3440 0.9760 0.1522 -0.3396 11
-0.3263 0.9714 0.1558 -0.3755 13
-0.3421 0.9726 0.1507 -0.3640 16
-0.3484 0.9773 0.1453 -0.3944 16
-0.3223 0.9784 0.1414 -0.3713 17
-0.3580 0.9780 0.1464 -0.3740 13
-0.3486 0.9768 0.1492 -0.3586 17
-0.3203 0.9763 0.1501 -0.3623 13
-0.3359 0.9774 0.1500 -0.3932 11
-0.3551 0.9729 0.1527 -0.3882 17
-0.3547 0.9734 0.1529 -0.3840 13
-0.3324 0.9732 0.1533 -0.3949 11
-0.3074 0.9732 0.1533 -0.4094 15
-0.3293 0.9722 0.1530 -0.3882 14
-0.3660 0.9719 0.1524 -0.3986 15
-0.3581 0.9771 0.1464 -0.3776 23
-0.3519 0.9778 0.1454 -0.3911 12
-0.3373 0.9781 0.1379 -0.4025 20
-0.3542 0.9752 0.1423 -0.3906 11
-0.3593 0.9763 0.1424 -0.4308 16
-0.3453 0.9771 0.1417 -0.4415 10
-0.3496 0.9795 0.1426 -0.3779 12
-0.3426 0.9801 0.1455 -0.4321 16
-0.3602 0.9777 0.1433 -0.4454 13
-0.3798 0.9792 0.1454 -0.4302 32
-0.3431 0.9769 0.1418 -0.4221 12
-0.3516 0.9790 0.1474 -0.4209 14
-0.3730 0.9785 0.1467 -0.3863 11
-0.3601 0.9763 0.1435 -0.3630 15
-0.3567 0.9796 0.1431 -0.3988 13
-0.3195 0.9750 0.1435 -0.3774 13
-0.3418 0.9772 0.1348 -0.3821 15
-0.3325 0.9803 0.1363 -0.4161 14
-0.3244 0.9785 0.1345 -0.4137 16
-0.3427 0.9815 0.1380 -0.4040 14
-0.3515 0.9782 0.1383 -0.3921 16
-0.3489 0.9781 0.1389 -0.3694 11
-0.3332 0.9748 0.1418 -0.4106 15
-0.3600 0.9786 0.1428 -0.3807 15
-0.3709 0.9746 0.1465 -0.4294 19
-0.3384 0.9761 0.1473 -0.4236 18
-0.3602 0.9780 0.1489 -0.4001 14
-0.3634 0.9781 0.1505 -0.4095 16
-0.3733 0.9756 0.1490 -0.4540 14
-0.3640 0.9772 0.1485 -0.4478 16
-0.3277 0.9766 0.1522 -0.4557 27
-0.3381 0.9732 0.1527 -0.4972 15
-0.3410 0.9756 0.1555 -0.4865 16
-0.3768 0.9747 0.1581 -0.4595 16
-0.3389 0.9714 0.1528 -0.4592 10
-0.3333 0.9721 0.1483 -0.4675 17
-0.3145 0.9738 0.1442 -0.4520 18
-0.3278 0.9737 0.1490 -0.4876 21
-0.3434 0.9732 0.1556 -0.5121 17
-0.3345 0.9723 0.1507 -0.5107 20
-0.3460 0.9765 0.1489 -0.5284 16
-0.3335 0.9784 0.1507 -0.5398 12
-0.3171 0.9741 0.1477 -0.4991 17
-0.3286 0.9752 0.1434 -0.4801 18
-0.3277 0.9789 0.1438 -0.4695 19
-0.3523 0.9777 0.1478 -0.4680 14
-0.3179 0.9761 0.1498 -0.4677 12
-0.3559 0.9732 0.1508 -0.4931 14
-0.2969 0.9733 0.1561 -0.4687 24
-0.3203 0.9773 0.1548 -0.4691 16
-0.3196 0.9745 0.1600 -0.4694 15
-0.3454 0.9714 0.1587 -0.4723 29
-0.3243 0.9701 0.1604 -0.4496 22
-0.3314 0.9681 0.1656 -0.4417 21
-0.3127 0.9668 0.1633 -0.4492 27
-0.3411 0.9678 0.1643 -0.4733 25
-0.3297 0.9689 0.1611 -0.4675 23
-0.3221 0.9681 0.1671 -0.4706 18
-0.3162 0.9686 0.1631 -0.4593 20
-0.3147 0.9695 0.1676 -0.4485 17
-0.3537 0.9688 0.1623 -0.4228 16
-0.3131 0.9737 0.1625 -0.4255 16
-0.2959 0.9681 0.1707 -0.4631 21
-0.3199 0.9681 0.1659 -0.4762 13
-0.3218 0.9694 0.1746 -0.4526 19
-0.3294 0.9674 0.1692 -0.3600 17
-0.3460 0.9673 0.1710 -0.3881 17
-0.3462 0.9670 0.1676 -0.4150 16
-0.3409 0.9679 0.1728 -0.3901 14
-0.3452 0.9668 0.1716 -0.3927 15
-0.3336 0.9659 0.1713 -0.3820 14
-0.3233 0.9665 0.1650 -0.3990 14
-0.3657 0.9683 0.1707 -0.4243 14
-0.3212 0.9650 0.1751 -0.4040 20
-0.3582 0.9660 0.1750 -0.4369 19
-0.3609 0.9659 0.1766 -0.4624 11
-0.3823 0.9662 0.1744 -0.4827 12
-0.3531 0.9681 0.1733 -0.4986 19
-0.3346 0.9666 0.1718 -0.4675 17
-0.3763 0.9685 0.1659 -0.4376 18
-0.3592 0.9671 0.1672 -0.4493 15
-0.3556 0.9688 0.1675 -0.4455 13
-0.3682 0.9667 0.1649 -0.4372 12
-0.3492 0.9676 0.1631 -0.4380 12
-0.3616 0.9678 0.1763 -0.4508 13
-0.3697 0.9663 0.1709 -0.4061 16
-0.3690 0.9676 0.1722 -0.4011 10
-0.3775 0.9676 0.1737 -0.3654 11
-0.3725 0.9659 0.1729 -0.3477 19
-0.3912 0.9657 0.1747 -0.3192 13
-0.3912 0.9647 0.1753 -0.3577 11
-0.3970 0.9657 0.1768 -0.3395 13
-0.3861 0.9659 0.1797 -0.3626 13
-0.3835 0.9648 0.1786 -0.3537 11
-0.3735 0.9654 0.1731 -0.3434 13
-0.3951 0.9660 0.1735 -0.3667 12
-0.3878 0.9669 0.1746 -0.3678 15
-0.3713 0.9667 0.1796 -0.3844 14
-0.3689 0.9655 0.1784 -0.3947 13
-0.3731 0.9657 0.1824 -0.4102 14
-0.3489 0.9636 0.1788 -0.3892 13
-0.3927 0.9654 0.1781 -0.3951 14
-0.3651 0.9654 0.1787 -0.4052 11
-0.3982 0.9663 0.1789 -0.4244 15
-0.4079 0.9648 0.1786 -0.3699 11
-0.3839 0.9655 0.1736 -0.3728 15
-0.3773 0.9649 0.1797 -0.3341 10
-0.3946 0.9635 0.1832 -0.3482 15
-0.4084 0.9601 0.1873 -0.3417 13
-0.4141 0.9585 0.1820 -0.3532 14
-0.3981 0.9585 0.1830 -0.3622 11
-0.3870 0.9628 0.1859 -0.3634 13
-0.4091 0.9585 0.1840 -0.3193 9
-0.3995 0.9631 0.1825 -0.3647 12
-0.3839 0.9624 0.1850 -0.3962 13
-0.3865 0.9638 0.1810 -0.3846 14
-0.3962 0.9651 0.1776 -0.3637 11
-0.4025 0.9663 0.1805 -0.3510 15
-0.3784 0.9641 0.1796 -0.3614 15
-0.3945 0.9654 0.1735 -0.3652 10
-0.4008 0.9677 0.1797 -0.3864 10
-0.4104 0.9657 0.1820 -0.4072 13
-0.4251 0.9652 0.1835 -0.3874 15
-0.4231 0.9665 0.1812 -0.3378 9
-0.4066 0.9654 0.1865 -0.3766 10
-0.4228 0.9649 0.1869 -0.3280 11
-0.4340 0.9647 0.1840 -0.3595 15
-0.4198 0.9654 0.1818 -0.3683 13
-0.4417 0.9668 0.1761 -0.3476 9
-0.4311 0.9675 0.1725 -0.3684 10
-0.4346 0.9720 0.1765 -0.3753 10
-0.4633 0.9717 0.1722 -0.3873 10
-0.3971 0.9689 0.1732 -0.3784 13
-0.4347 0.9674 0.1660 -0.3245 10
-0.4553 0.9677 0.1706 -0.3519 13
-0.4071 0.9669 0.1751 -0.3701 10
-0.4249 0.9717 0.1702 -0.3500 11
-0.4422 0.9683 0.1675 -0.3672 10
-0.4285 0.9732 0.1691 -0.3781 14
-0.3909 0.9702 0.1692 -0.3348 12
-0.4110 0.9732 0.1670 -0.3462 12
-0.3708 0.9707 0.1699 -0.3290 10
-0.3907 0.9737 0.1645 -0.3022 10
-0.3984 0.9759 0.1590 -0.3288 15
-0.3855 0.9728 0.1601 -0.3617 10
-0.3971 0.9769 0.1580 -0.4174 12
-0.4169 0.9775 0.1587 -0.4089 13
-0.3945 0.9768 0.1560 -0.4390 10
-0.4376 0.9733 0.1570 -0.4743 14
-0.4196 0.9736 0.1588 -0.4671 11
-0.4328 0.9733 0.1584 -0.4741 10
-0.3875 0.9732 0.1621 -0.4837 14
-0.4228 0.9732 0.1607 -0.4554 12
-0.3984 0.9754 0.1547 -0.4529 11
-0.3928 0.9763 0.1604 -0.4209 12
-0.3705 0.9722 0.1598 -0.4056 11
-0.4031 0.9762 0.1552 -0.3738 11
-0.3976 0.9761 0.1577 -0.4228 9
-0.4236 0.9776 0.1545 -0.4475 9
-0.4011 0.9785 0.1533 -0.4511 8
-0.3986 0.9741 0.1488 -0.4276 11
-0.4243 0.9747 0.1527 -0.4198 14
-0.4247 0.9743 0.1515 -0.4128 11
-0.3953 0.9770 0.1492 -0.4211 12
-0.4272 0.9780 0.1498 -0.4103 11
-0.4260 0.9783 0.1500 -0.4217 11
-0.4240 0.9778 0.1492 -0.4283 13
-0.4311 0.9787 0.1473 -0.4260 10
-0.4681 0.9794 0.1489 -0.4554 12
-0.4417 0.9780 0.1509 -0.4623 15
-0.4032 0.9764 0.1502 -0.4175 12
-0.4573 0.9779 0.1474 -0.4224 10
-0.4463 0.9786 0.1475 -0.4480 9
-0.4541 0.9787 0.1475 -0.4809 17
-0.4116 0.9760 0.1469 -0.4046 12
-0.4470 0.9773 0.1517 -0.3880 13
-0.4093 0.9736 0.1506 -0.3737 11
-0.4198 0.9738 0.1558 -0.3900 11
-0.4198 0.9719 0.1578 -0.4322 10
-0.4129 0.9707 0.1632 -0.4181 10
-0.4117 0.9728 0.1681 -0.4400 11
-0.4217 0.9735 0.1646 -0.4432 10
-0.4148 0.9733 0.1592 -0.3857 9
-0.4316 0.9702 0.1593 -0.3443 9
-0.4231 0.9705 0.1603 -0.3247 15
-0.4076 0.9700 0.1592 -0.3112 12
-0.4309 0.9726 0.1601 -0.3210 11
-0.3838 0.9678 0.1684 -0.3191 13
-0.4043 0.9716 0.1604 -0.3137 12
-0.4023 0.9702 0.1624 -0.3059 10
-0.3814 0.9702 0.1611 -0.3539 11
-0.4122 0.9749 0.1590 -0.3532 10
-0.3756 0.9712 0.1574 -0.3351 10
-0.4041 0.9761 0.1573 -0.2845 12
-0.4127 0.9702 0.1604 -0.3142 13
-0.4039 0.9763 0.1456 -0.2914 10
-0.4005 0.9778 0.1533 -0.2835 11
-0.4035 0.9752 0.1538 -0.2406 11
-0.4212 0.9769 0.1502 -0.2756 9
-0.3943 0.9774 0.1468 -0.3420 10
-0.4077 0.9764 0.1457 -0.3254 8
-0.4204 0.9770 0.1434 -0.3387 11
-0.4226 0.9768 0.1426 -0.2550 11
-0.3849 0.9767 0.1419 -0.2922 10
-0.4299 0.9799 0.1429 -0.3198 12
-0.4164 0.9791 0.1414 -0.2827 12
-0.3961 0.9770 0.1443 -0.2315 10
-0.4268 0.9766 0.1407 -0.2987 11
-0.4215 0.9790 0.1414 -0.2959 9
-0.4184 0.9775 0.1396 -0.2609 11
-0.4345 0.9803 0.1427 -0.3098 12
-0.4472 0.9784 0.1406 -0.3416 10
-0.4199 0.9773 0.1444 -0.3674 10
-0.4380 0.9792 0.1499 -0.3617 10
-0.4143 0.9782 0.1499 -0.3397 12
-0.3770 0.9782 0.1514 -0.3355 11
-0.4019 0.9771 0.1611 -0.3498 10
-0.4038 0.9767 0.1573 -0.3366 12
-0.4282 0.9748 0.1557 -0.3346 11
-0.4365 0.9716 0.1621 -0.3254 10
-0.4152 0.9736 0.1615 -0.3457 12
-0.4721 0.9763 0.1674 -0.3673 9
-0.4096 0.9736 0.1651 -0.4120 12
-0.4287 0.9714 0.1671 -0.3949 10
-0.4316 0.9765 0.1671 -0.4216 10
-0.4108 0.9757 0.1692 -0.4164 9
-0.4205 0.9752 0.1680 -0.3950 9
-0.3868 0.9686 0.1692 -0.3649 13
-0.4155 0.9718 0.1737 -0.3443 10
-0.4336 0.9669 0.1783 -0.3242 11
-0.4109 0.9658 0.1826 -0.3683 12
-0.4133 0.9658 0.1885 -0.4056 12
-0.4181 0.9705 0.1813 -0.4256 13
